velocidad,posicion,acelerador,freno,tiempo_sin_cambio_posicion,presion,fecha_hora,error_posicion,fecha_valida
74.90802376947249,1851.3292883861964,0.26170568373590597,0.672702994208898,34.319752697015566,127.23626243329305,2025-11-01 00:00:00,False,2025-11-01 00:00:00
190.14286128198324,5419.009473783582,0.24697879907199982,0.7966813971913723,48.32593975799918,136.81227912500256,2025-11-01 00:01:00,False,2025-11-01 00:01:00
146.398788362281,8729.458358764083,0.9062545805210367,0.250467898792499,45.609655787409544,182.54568718426162,2025-11-01 00:02:00,False,2025-11-01 00:02:00
119.73169683940732,7322.248864095612,0.2495461998495061,0.6248740996069989,9.23399428162642,120.80052632718706,2025-11-01 00:03:00,False,2025-11-01 00:03:00
31.203728088487303,8065.611478614497,0.271949726128631,0.5717459831437487,8.954968184488434,184.35796217746056,2025-11-01 00:04:00,False,2025-11-01 00:04:00
31.19890406724053,6587.833667107174,0.7593982624179637,0.8328303767882711,16.090462064694798,90.57613171720298,2025-11-01 00:05:00,False,2025-11-01 00:05:00
11.616722433639893,6922.765645178524,0.44973984245054,0.9060870604812605,21.66448358046223,173.2158124650357,2025-11-01 00:06:00,False,2025-11-01 00:06:00
173.23522915498702,8491.956515653193,0.7767105569551812,0.012156771477386807,24.507334884508957,181.70571596656836,2025-11-01 00:07:00,True,2025-11-01 00:07:00
120.22300234864176,2496.680088591859,0.06536615756438524,0.6740199190587927,40.78183301000072,101.81811834048065,2025-11-01 00:08:00,False,2025-11-01 00:08:00
141.6145155592091,4894.249636431405,0.4875711936733843,0.05183579911972902,3.4008259299501242,131.64158388466404,2025-11-01 00:09:00,False,2025-11-01 00:09:00
4.116898859160489,2212.094418196022,0.03361360018328263,0.5488586650773559,2.080362253563983,99.85997295963867,2025-11-01 00:10:00,False,2025-11-01 00:10:00
193.98197043239887,9876.68007996647,0.06265320345535452,0.2876327290436782,23.51463377663454,164.79249547930613,2025-11-01 00:11:00,False,2025-11-01 00:11:00
